15,	0.076,		0.062,	1.506,	1.142, 	0.735
20,	0.140,		0.112,	2.711,	2.099,	1.262
25,	0.249,		0.204,	4.892,	3.748,	2.187
30,	0.510,		0.438,	10.723,	8.235,	4.992
