1, 0.384898,       0.225095,       1.822001,       1.398512,       1.421224,       4.192540
2, 0.395011,       0.274890,       1.076084,       0.878807,       1.184268,       2.465162
4, 0.424583,       0.313161,       0.728464,       0.662857,       0.871264,       1.391235
8, 0.435364,       0.322347,       0.570891,       0.540596,       0.682147,       0.875534
16, 0.472378,       0.369249,       0.695348,       0.637251,       0.667285,       0.551295
